V,30,559520874821472,1000000000,11:25:20:52.489,0
B,31,559520891524186,1000000000,11:25:20:53.491,0
V,31,559520891524186,1000000000,11:25:20:53.491,0
B,32,559520908211692,1000000000,11:25:20:54.492,0
V,32,559520908211692,1000000000,11:25:20:54.492,0
B,33,559520924899449,1000000000,11:25:20:55.493,0
V,33,559520924899449,1000000000,11:25:20:55.493,0
B,34,559520941592254,1000000000,11:25:20:56.495,0
V,34,559520941592254,1000000000,11:25:20:56.495,0
B,35,559520958287475,1000000000,11:25:20:57.497,0
V,35,559520958287475,1000000000,11:25:20:57.497,0
B,36,559520974990398,1000000000,11:25:20:58.499,0
V,36,559520974990398,1000000000,11:25:20:58.499,0
B,37,559520991683076,1000000000,11:25:20:59.500,0
V,37,559520991683076,1000000000,11:25:20:59.500,0
B,38,559521008364875,1000000000,11:25:21:00.501,0
V,38,559521008364875,1000000000,11:25:21:00.501,0
B,39,559521025054174,1000000000,11:25:21:01.503,0
V,39,559521025054174,1000000000,11:25:21:01.503,0
B,40,559521041759390,1000000000,11:25:21:02.505,0
V,40,559521041759390,1000000000,11:25:21:02.505,0
B,41,559521058452107,1000000000,11:25:21:03.507,0
V,41,559521058452107,1000000000,11:25:21:03.507,0
B,42,559521075135741,1000000000,11:25:21:04.508,0
V,42,559521075135741,1000000000,11:25:21:04.508,0
B,43,559521091832789,1000000000,11:25:21:05.509,0
V,43,559521091832789,1000000000,11:25:21:05.509,0
B,44,559521108525592,1000000000,11:25:21:06.511,0
V,44,559521108525592,1000000000,11:25:21:06.511,0
B,45,559521125227014,1000000000,11:25:21:07.513,0
V,45,559521125227014,1000000000,11:25:21:07.513,0
B,46,559521141912564,1000000000,11:25:21:08.514,0
V,46,559521141912564,1000000000,11:25:21:08.514,0
B,47,559521158618155,1000000000,11:25:21:09.517,0
V,47,559521158618155,1000000000,11:25:21:09.517,0
B,48,559521175310957,1000000000,11:25:21:10.518,0
V,48,559521175310957,1000000000,11:25:21:10.518,0
B,49,559521191990005,1000000000,11:25:21:11.519,0
V,49,559521191990005,1000000000,11:25:21:11.519,0
B,50,559521208691221,1000000000,11:25:21:12.521,0
V,50,559521208691221,1000000000,11:25:21:12.521,0
B,51,559521225391146,1000000000,11:25:21:13.523,0
V,51,559521225391146,1000000000,11:25:21:13.523,0
B,52,559521242083904,1000000000,11:25:21:14.525,0
V,52,559521242083904,1000000000,11:25:21:14.525,0
B,53,559521258777121,1000000000,11:25:21:15.526,0
V,53,559521258777121,1000000000,11:25:21:15.526,0
B,54,559521275455227,1000000000,11:25:21:16.527,0
V,54,559521275455227,1000000000,11:25:21:16.527,0
B,55,559521292147982,1000000000,11:25:21:17.528,0
V,55,559521292147982,1000000000,11:25:21:17.528,0
B,56,559521308847614,1000000000,11:25:21:18.530,0
V,56,559521308847614,1000000000,11:25:21:18.530,0
B,57,559521325550209,1000000000,11:25:21:19.533,0
V,57,559521325550209,1000000000,11:25:21:19.533,0
B,58,559521342230134,1000000000,11:25:21:20.533,0
V,58,559521342230134,1000000000,11:25:21:20.533,0
B,59,559521358922890,1000000000,11:25:21:21.535,0
V,59,559521358922890,1000000000,11:25:21:21.535,0
B,60,559521375619648,1000000000,11:25:21:22.537,0
V,60,559521375619648,1000000000,11:25:21:22.537,0
B,61,559521392309573,1000000000,11:25:21:23.538,0
V,61,559521392309573,1000000000,11:25:21:23.538,0
B,62,559521408999333,1000000000,11:25:21:24.539,0
V,62,559521408999333,1000000000,11:25:21:24.539,0
B,63,559521425692254,1000000000,11:25:21:25.541,0
V,63,559521425692254,1000000000,11:25:21:25.541,0
B,64,559521442386513,1000000000,11:25:21:26.543,0
V,64,559521442386513,1000000000,11:25:21:26.543,0
B,65,559521459086065,1000000000,11:25:21:27.545,0
V,65,559521459086065,1000000000,11:25:21:27.545,0
B,66,559521475778738,1000000000,11:25:21:28.546,0
V,66,559521475778738,1000000000,11:25:21:28.546,0
B,67,559521492469954,1000000000,11:25:21:29.548,0
V,67,559521492469954,1000000000,11:25:21:29.548,0
B,68,559521509167714,1000000000,11:25:21:30.550,0
V,68,559521509167714,1000000000,11:25:21:30.550,0
B,69,559521525867264,1000000000,11:25:21:31.552,0
V,69,559521525867264,1000000000,11:25:21:31.552,0
B,70,559521542559894,1000000000,11:25:21:32.553,0
V,70,559521542559894,1000000000,11:25:21:32.553,0
B,71,559521559252818,1000000000,11:25:21:33.555,0
V,71,559521559252818,1000000000,11:25:21:33.555,0
B,72,559521575935080,1000000000,11:25:21:34.556,0
V,72,559521575935080,1000000000,11:25:21:34.556,0
B,73,559521592627833,1000000000,11:25:21:35.557,0
V,73,559521592627833,1000000000,11:25:21:35.557,0
B,74,559521609317218,1000000000,11:25:21:36.559,0
V,74,559521609317218,1000000000,11:25:21:36.559,0
B,75,559521626020535,1000000000,11:25:21:37.561,0
V,75,559521626020535,1000000000,11:25:21:37.561,0
B,76,559521642710421,1000000000,11:25:21:38.562,0
V,76,559521642710421,1000000000,11:25:21:38.562,0
B,77,559521659403254,1000000000,11:25:21:39.564,0
V,77,559521659403254,1000000000,11:25:21:39.564,0
B,78,559521676098307,1000000000,11:25:21:40.565,0
V,78,559521676098307,1000000000,11:25:21:40.565,0
B,79,559521692795859,1000000000,11:25:21:41.567,0
V,79,559521692795859,1000000000,11:25:21:41.567,0
B,80,559521709482621,1000000000,11:25:21:42.568,0
V,80,559521709482621,1000000000,11:25:21:42.568,0
B,81,559521726175329,1000000000,11:25:21:43.570,0
V,81,559521726175329,1000000000,11:25:21:43.570,0
B,82,559521742874715,1000000000,11:25:21:44.572,0
V,82,559521742874715,1000000000,11:25:21:44.572,0
B,83,559521759573934,1000000000,11:25:21:45.574,0
V,83,559521759573934,1000000000,11:25:21:45.574,0
B,84,559521776266726,1000000000,11:25:21:46.576,0
V,84,559521776266726,1000000000,11:25:21:46.576,0
B,85,559521792950946,1000000000,11:25:21:47.577,0
V,85,559521792950946,1000000000,11:25:21:47.577,0
B,86,559521809642664,1000000000,11:25:21:48.578,0
V,86,559521809642664,1000000000,11:25:21:48.578,0
B,87,559521826333552,1000000000,11:25:21:49.580,0
V,87,559521826333552,1000000000,11:25:21:49.580,0
B,88,559521843026302,1000000000,11:25:21:50.581,0
V,88,559521843026302,1000000000,11:25:21:50.581,0
B,89,559521859725936,1000000000,11:25:21:51.583,0
V,89,559521859725936,1000000000,11:25:21:51.583,0
B,90,559521876410823,1000000000,11:25:21:52.584,0
V,90,559521876410823,1000000000,11:25:21:52.584,0
B,91,559521893110292,1000000000,11:25:21:53.586,0
V,91,559521893110292,1000000000,11:25:21:53.586,0
B,92,559521909803084,1000000000,11:25:21:54.588,0
V,92,559521909803084,1000000000,11:25:21:54.588,0
B,93,559521926491554,1000000000,11:25:21:55.589,0
V,93,559521926491554,1000000000,11:25:21:55.589,0
B,94,559521943184332,1000000000,11:25:21:56.591,0
V,94,559521943184332,1000000000,11:25:21:56.591,0
B,95,559521959877034,1000000000,11:25:21:57.592,0
V,95,559521959877034,1000000000,11:25:21:57.592,0
B,96,559521976570715,1000000000,11:25:21:58.594,0
V,96,559521976570715,1000000000,11:25:21:58.594,0
B,97,559521993271644,1000000000,11:25:21:59.596,0
V,97,559521993271644,1000000000,11:25:21:59.596,0
B,98,559522009962907,1000000000,11:25:22:00.597,0
V,98,559522009962907,1000000000,11:25:22:00.597,0
B,99,559522026655610,1000000000,11:25:22:01.599,0
V,99,559522026655610,1000000000,11:25:22:01.599,0
B,100,559522043349665,1000000000,11:25:22:02.600,0
V,100,559522043349665,1000000000,11:25:22:02.600,0
B,101,559522060042678,1000000000,11:25:22:03.602,0
V,101,559522060042678,1000000000,11:25:22:03.602,0
B,102,559522076734026,1000000000,11:25:22:04.604,0
V,102,559522076734026,1000000000,11:25:22:04.604,0
B,103,559522093426810,1000000000,11:25:22:05.605,0
V,103,559522093426810,1000000000,11:25:22:05.605,0
B,104,559522110128367,1000000000,11:25:22:06.607,0
V,104,559522110128367,1000000000,11:25:22:06.607,0
B,105,559522126828377,1000000000,11:25:22:07.609,0
V,105,559522126828377,1000000000,11:25:22:07.609,0
B,106,559522143521123,1000000000,11:25:22:08.611,0
V,106,559522143521123,1000000000,11:25:22:08.611,0
B,107,559522160213637,1000000000,11:25:22:09.612,0
V,107,559522160213637,1000000000,11:25:22:09.612,0
B,108,559522176896649,1000000000,11:25:22:10.613,0
V,108,559522176896649,1000000000,11:25:22:10.613,0
B,109,559522193592954,1000000000,11:25:22:11.615,0
V,109,559522193592954,1000000000,11:25:22:11.615,0
B,110,559522210285782,1000000000,11:25:22:12.617,0
V,110,559522210285782,1000000000,11:25:22:12.617,0
B,111,559522226984545,1000000000,11:25:22:13.619,0
V,111,559522226984545,1000000000,11:25:22:13.619,0
B,112,559522243678683,1000000000,11:25:22:14.620,0
V,112,559522243678683,1000000000,11:25:22:14.620,0
B,113,559522260371345,1000000000,11:25:22:15.622,0
V,113,559522260371345,1000000000,11:25:22:15.622,0
B,114,559522277061571,1000000000,11:25:22:16.623,0
V,114,559522277061571,1000000000,11:25:22:16.623,0
B,115,559522293749501,1000000000,11:25:22:17.624,0
V,115,559522293749501,1000000000,11:25:22:17.624,0
B,116,559522310448226,1000000000,11:25:22:18.626,0
V,116,559522310448226,1000000000,11:25:22:18.626,0
B,117,559522327141009,1000000000,11:25:22:19.628,0
V,117,559522327141009,1000000000,11:25:22:19.628,0
B,118,559522343825065,1000000000,11:25:22:20.629,0
V,118,559522343825065,1000000000,11:25:22:20.629,0
B,119,559522360514995,1000000000,11:25:22:21.630,0
V,119,559522360514995,1000000000,11:25:22:21.630,0
B,120,559522377227634,1000000000,11:25:22:22.633,0
V,120,559522377227634,1000000000,11:25:22:22.633,0
B,121,559522393920335,1000000000,11:25:22:23.635,0
V,121,559522393920335,1000000000,11:25:22:23.635,0
B,122,559522410606972,1000000000,11:25:22:24.636,0
V,122,559522410606972,1000000000,11:25:22:24.636,0
B,123,559522427296656,1000000000,11:25:22:25.637,0
V,123,559522427296656,1000000000,11:25:22:25.637,0
B,124,559522443989479,1000000000,11:25:22:26.639,0
V,124,559522443989479,1000000000,11:25:22:26.639,0
B,125,559522460680161,1000000000,11:25:22:27.640,0
V,125,559522460680161,1000000000,11:25:22:27.640,0
B,126,559522477386967,1000000000,11:25:22:28.643,0
V,126,559522477386967,1000000000,11:25:22:28.643,0
B,127,559522494075189,1000000000,11:25:22:29.644,0
V,127,559522494075189,1000000000,11:25:22:29.644,0
B,128,559522510767930,1000000000,11:25:22:30.646,0
V,128,559522510767930,1000000000,11:25:22:30.646,0
B,129,559522527467278,1000000000,11:25:22:31.648,0
V,129,559522527467278,1000000000,11:25:22:31.648,0
B,130,559522544152168,1000000000,11:25:22:32.649,0
V,130,559522544152168,1000000000,11:25:22:32.649,0
B,131,559522560842432,1000000000,11:25:22:33.650,0
V,131,559522560842432,1000000000,11:25:22:33.650,0
B,132,559522577535257,1000000000,11:25:22:34.652,0
V,132,559522577535257,1000000000,11:25:22:34.652,0
B,133,559522594228062,1000000000,11:25:22:35.653,0
V,133,559522594228062,1000000000,11:25:22:35.653,0
B,134,559522610926247,1000000000,11:25:22:36.655,0
V,134,559522610926247,1000000000,11:25:22:36.655,0
B,135,559522627619113,1000000000,11:25:22:37.657,0
V,135,559522627619113,1000000000,11:25:22:37.657,0
B,136,559522644307919,1000000000,11:25:22:38.658,0
V,136,559522644307919,1000000000,11:25:22:38.658,0
B,137,559522661004976,1000000000,11:25:22:39.660,0
V,137,559522661004976,1000000000,11:25:22:39.660,0
B,138,559522677704698,1000000000,11:25:22:40.662,0
V,138,559522677704698,1000000000,11:25:22:40.662,0
B,139,559522694397440,1000000000,11:25:22:41.663,0
V,139,559522694397440,1000000000,11:25:22:41.663,0
B,140,559522711092745,1000000000,11:25:22:42.665,0
V,140,559522711092745,1000000000,11:25:22:42.665,0
B,141,559522727773261,1000000000,11:25:22:43.666,0
V,141,559522727773261,1000000000,11:25:22:43.666,0
B,142,559522744479982,1000000000,11:25:22:44.668,0
V,142,559522744479982,1000000000,11:25:22:44.668,0
B,143,559522761172807,1000000000,11:25:22:45.670,0
V,143,559522761172807,1000000000,11:25:22:45.670,0
B,144,559522777848031,1000000000,11:25:22:46.670,0
V,144,559522777848031,1000000000,11:25:22:46.670,0
B,145,559522794557588,1000000000,11:25:22:47.673,0
V,145,559522794557588,1000000000,11:25:22:47.673,0
B,146,559522811250369,1000000000,11:25:22:48.675,0
V,146,559522811250369,1000000000,11:25:22:48.675,0
B,147,559522827931508,1000000000,11:25:22:49.675,0
V,147,559522827931508,1000000000,11:25:22:49.675,0
B,148,559522844634649,1000000000,11:25:22:50.678,0
V,148,559522844634649,1000000000,11:25:22:50.678,0
B,149,559522861322414,1000000000,11:25:22:51.679,0
V,149,559522861322414,1000000000,11:25:22:51.679,0
B,150,559522878015236,1000000000,11:25:22:52.680,0
V,150,559522878015236,1000000000,11:25:22:52.680,0
B,151,559522894712209,1000000000,11:25:22:53.682,0
V,151,559522894712209,1000000000,11:25:22:53.682,0
B,152,559522911406600,1000000000,11:25:22:54.684,0
V,152,559522911406600,1000000000,11:25:22:54.684,0
B,153,559522928099382,1000000000,11:25:22:55.685,0
V,153,559522928099382,1000000000,11:25:22:55.685,0
B,154,559522944791355,1000000000,11:25:22:56.687,0
V,154,559522944791355,1000000000,11:25:22:56.687,0
B,155,559522961486077,1000000000,11:25:22:57.689,0
V,155,559522961486077,1000000000,11:25:22:57.689,0
B,156,559522978178758,1000000000,11:25:22:58.690,0
V,156,559522978178758,1000000000,11:25:22:58.690,0
B,157,559522994871456,1000000000,11:25:22:59.692,0
V,157,559522994871456,1000000000,11:25:22:59.692,0
B,158,559523011559180,1000000000,11:25:23:00.693,0
V,158,559523011559180,1000000000,11:25:23:00.693,0
B,159,559523028250986,1000000000,11:25:23:01.695,0
V,159,559523028250986,1000000000,11:25:23:01.695,0
B,160,559523044943728,1000000000,11:25:23:02.696,0
V,160,559523044943728,1000000000,11:25:23:02.696,0
B,161,559523061634492,1000000000,11:25:23:03.698,0
V,161,559523061634492,1000000000,11:25:23:03.698,0
B,162,559523078336215,1000000000,11:25:23:04.700,0
V,162,559523078336215,1000000000,11:25:23:04.700,0
B,163,559523095027062,1000000000,11:25:23:05.701,0
V,163,559523095027062,1000000000,11:25:23:05.701,0
B,164,559523111719804,1000000000,11:25:23:06.703,0
V,164,559523111719804,1000000000,11:25:23:06.703,0
B,165,559523128405443,1000000000,11:25:23:07.704,0
V,165,559523128405443,1000000000,11:25:23:07.704,0
B,166,559523145104664,1000000000,11:25:23:08.706,0
V,166,559523145104664,1000000000,11:25:23:08.706,0
B,167,559523161801514,1000000000,11:25:23:09.708,0
V,167,559523161801514,1000000000,11:25:23:09.708,0
B,168,559523178494254,1000000000,11:25:23:10.709,0
V,168,559523178494254,1000000000,11:25:23:10.709,0
B,169,559523195185311,1000000000,11:25:23:11.711,0
V,169,559523195185311,1000000000,11:25:23:11.711,0
B,170,559523211882867,1000000000,11:25:23:12.712,0
V,170,559523211882867,1000000000,11:25:23:12.712,0
B,171,559523228575484,1000000000,11:25:23:13.714,0
V,171,559523228575484,1000000000,11:25:23:13.714,0
B,172,559523245275288,1000000000,11:25:23:14.716,0
V,172,559523245275288,1000000000,11:25:23:14.716,0
B,173,559523261970720,1000000000,11:25:23:15.718,0
V,173,559523261970720,1000000000,11:25:23:15.718,0
B,174,559523278652402,1000000000,11:25:23:16.719,0
V,174,559523278652402,1000000000,11:25:23:16.719,0
B,175,559523295345143,1000000000,11:25:23:17.720,0
V,175,559523295345143,1000000000,11:25:23:17.720,0
B,176,559523312041700,1000000000,11:25:23:18.722,0
V,176,559523312041700,1000000000,11:25:23:18.722,0
B,177,559523328738215,1000000000,11:25:23:19.724,0
V,177,559523328738215,1000000000,11:25:23:19.724,0
B,178,559523345433396,1000000000,11:25:23:20.726,0
V,178,559523345433396,1000000000,11:25:23:20.726,0
B,179,559523362126094,1000000000,11:25:23:21.727,0
V,179,559523362126094,1000000000,11:25:23:21.727,0
B,180,559523378817527,1000000000,11:25:23:22.729,0
V,180,559523378817527,1000000000,11:25:23:22.729,0
B,181,559523395510750,1000000000,11:25:23:23.730,0
V,181,559523395510750,1000000000,11:25:23:23.730,0
B,182,559523412193763,1000000000,11:25:23:24.731,0
V,182,559523412193763,1000000000,11:25:23:24.731,0
B,183,559523428886630,1000000000,11:25:23:25.733,0
V,183,559523428886630,1000000000,11:25:23:25.733,0
B,184,559523445593562,1000000000,11:25:23:26.735,0
V,184,559523445593562,1000000000,11:25:23:26.735,0
B,185,559523462271785,1000000000,11:25:23:27.736,0
V,185,559523462271785,1000000000,11:25:23:27.736,0
B,186,559523478964608,1000000000,11:25:23:28.737,0
V,186,559523478964608,1000000000,11:25:23:28.737,0
B,187,559523495672955,1000000000,11:25:23:29.740,0
V,187,559523495672955,1000000000,11:25:23:29.740,0
B,188,559523512364721,1000000000,11:25:23:30.741,0
V,188,559523512364721,1000000000,11:25:23:30.741,0
B,189,559523529054610,1000000000,11:25:23:31.743,0
V,189,559523529054610,1000000000,11:25:23:31.743,0
B,190,559523545747309,1000000000,11:25:23:32.744,0
V,190,559523545747309,1000000000,11:25:23:32.744,0
B,191,559523562443740,1000000000,11:25:23:33.746,0
V,191,559523562443740,1000000000,11:25:23:33.746,0
B,192,559523579140880,1000000000,11:25:23:34.748,0
V,192,559523579140880,1000000000,11:25:23:34.748,0
B,193,559523595833662,1000000000,11:25:23:35.750,0
V,193,559523595833662,1000000000,11:25:23:35.750,0
B,194,559523612515967,1000000000,11:25:23:36.750,0
V,194,559523612515967,1000000000,11:25:23:36.750,0
B,195,559523629220064,1000000000,11:25:23:37.753,0
V,195,559523629220064,1000000000,11:25:23:37.753,0
B,196,559523645911080,1000000000,11:25:23:38.754,0
V,196,559523645911080,1000000000,11:25:23:38.754,0
B,197,559523662603821,1000000000,11:25:23:39.756,0
V,197,559523662603821,1000000000,11:25:23:39.756,0
B,198,559523679288752,1000000000,11:25:23:40.757,0
V,198,559523679288752,1000000000,11:25:23:40.757,0
B,199,559523695992432,1000000000,11:25:23:41.759,0
V,199,559523695992432,1000000000,11:25:23:41.759,0
B,200,559523712683738,1000000000,11:25:23:42.761,0
V,200,559523712683738,1000000000,11:25:23:42.761,0
B,201,559523729376520,1000000000,11:25:23:43.762,0
V,201,559523729376520,1000000000,11:25:23:43.762,0
B,202,559523746063037,1000000000,11:25:23:44.763,0
V,202,559523746063037,1000000000,11:25:23:44.763,0
B,203,559523762749799,1000000000,11:25:23:45.764,0
V,203,559523762749799,1000000000,11:25:23:45.764,0
B,204,559523779442458,1000000000,11:25:23:46.766,0
V,204,559523779442458,1000000000,11:25:23:46.766,0
B,205,559523796143014,1000000000,11:25:23:47.768,0
V,205,559523796143014,1000000000,11:25:23:47.768,0
B,206,559523812846443,1000000000,11:25:23:48.770,0
V,206,559523812846443,1000000000,11:25:23:48.770,0
B,207,559523829536252,1000000000,11:25:23:49.772,0
V,207,559523829536252,1000000000,11:25:23:49.772,0
B,208,559523846229075,1000000000,11:25:23:50.773,0
V,208,559523846229075,1000000000,11:25:23:50.773,0
B,209,559523862927633,1000000000,11:25:23:51.775,0
V,209,559523862927633,1000000000,11:25:23:51.775,0
B,210,559523879611937,1000000000,11:25:23:52.776,0
V,210,559523879611937,1000000000,11:25:23:52.776,0
B,211,559523896302910,1000000000,11:25:23:53.778,0
V,211,559523896302910,1000000000,11:25:23:53.778,0
B,212,559523912995819,1000000000,11:25:23:54.779,0
V,212,559523912995819,1000000000,11:25:23:54.779,0
B,213,559523929689627,1000000000,11:25:23:55.781,0
V,213,559523929689627,1000000000,11:25:23:55.781,0
B,214,559523946389308,1000000000,11:25:23:56.783,0
V,214,559523946389308,1000000000,11:25:23:56.783,0
B,215,559523963082133,1000000000,11:25:23:57.784,0
V,215,559523963082133,1000000000,11:25:23:57.784,0
B,216,559523979764897,1000000000,11:25:23:58.785,0
V,216,559523979764897,1000000000,11:25:23:58.785,0
B,217,559523996456994,1000000000,11:25:23:59.787,0
V,217,559523996456994,1000000000,11:25:23:59.787,0
B,218,559524013161176,1000000000,11:25:24:00.789,0
V,218,559524013161176,1000000000,11:25:24:00.789,0
B,219,559524029853959,1000000000,11:25:24:01.791,0
V,219,559524029853959,1000000000,11:25:24:01.791,0
B,220,559524046539640,1000000000,11:25:24:02.792,0
V,220,559524046539640,1000000000,11:25:24:02.792,0
B,221,559524063238363,1000000000,11:25:24:03.794,0
V,221,559524063238363,1000000000,11:25:24:03.794,0
B,222,559524079930936,1000000000,11:25:24:04.795,0
V,222,559524079930936,1000000000,11:25:24:04.795,0
B,223,559524096619742,1000000000,11:25:24:05.797,0
V,223,559524096619742,1000000000,11:25:24:05.797,0
B,224,559524113323175,1000000000,11:25:24:06.799,0
V,224,559524113323175,1000000000,11:25:24:06.799,0
B,225,559524130007273,1000000000,11:25:24:07.800,0
V,225,559524130007273,1000000000,11:25:24:07.800,0
B,226,559524146700014,1000000000,11:25:24:08.802,0
V,226,559524146700014,1000000000,11:25:24:08.802,0
B,227,559524163397070,1000000000,11:25:24:09.803,0
V,227,559524163397070,1000000000,11:25:24:09.803,0
B,228,559524180087000,1000000000,11:25:24:10.805,0
V,228,559524180087000,1000000000,11:25:24:10.805,0
B,229,559524196779740,1000000000,11:25:24:11.806,0
V,229,559524196779740,1000000000,11:25:24:11.806,0
B,230,559524213483089,1000000000,11:25:24:12.808,0
V,230,559524213483089,1000000000,11:25:24:12.808,0
B,231,559524230178436,1000000000,11:25:24:13.810,0
V,231,559524230178436,1000000000,11:25:24:13.810,0
B,232,559524246865244,1000000000,11:25:24:14.811,0
V,232,559524246865244,1000000000,11:25:24:14.811,0
B,233,559524263558109,1000000000,11:25:24:15.813,0
V,233,559524263558109,1000000000,11:25:24:15.813,0
B,234,559524280248955,1000000000,11:25:24:16.814,0
V,234,559524280248955,1000000000,11:25:24:16.814,0
B,235,559524296941012,1000000000,11:25:24:17.816,0
V,235,559524296941012,1000000000,11:25:24:17.816,0
B,236,559524313637484,1000000000,11:25:24:18.818,0
V,236,559524313637484,1000000000,11:25:24:18.818,0
B,237,559524330330182,1000000000,11:25:24:19.819,0
V,237,559524330330182,1000000000,11:25:24:19.819,0
B,238,559524347018655,1000000000,11:25:24:20.821,0
V,238,559524347018655,1000000000,11:25:24:20.821,0
B,239,559524363719419,1000000000,11:25:24:21.823,0
V,239,559524363719419,1000000000,11:25:24:21.823,0
B,240,559524380405685,1000000000,11:25:24:22.824,0
V,240,559524380405685,1000000000,11:25:24:22.824,0
B,241,559524397098469,1000000000,11:25:24:23.825,0
V,241,559524397098469,1000000000,11:25:24:23.825,0
B,242,559524413794774,1000000000,11:25:24:24.827,0
V,242,559524413794774,1000000000,11:25:24:24.827,0
B,243,559524430483038,1000000000,11:25:24:25.828,0
V,243,559524430483038,1000000000,11:25:24:25.828,0
B,244,559524447175739,1000000000,11:25:24:26.830,0
V,244,559524447175739,1000000000,11:25:24:26.830,0
B,245,559524463877252,1000000000,11:25:24:27.832,0
V,245,559524463877252,1000000000,11:25:24:27.832,0
B,246,559524480572352,1000000000,11:25:24:28.834,0
V,246,559524480572352,1000000000,11:25:24:28.834,0
B,247,559524497255072,1000000000,11:25:24:29.835,0
V,247,559524497255072,1000000000,11:25:24:29.835,0
B,248,559524513947649,1000000000,11:25:24:30.836,0
V,248,559524513947649,1000000000,11:25:24:30.836,0
B,249,559524530645246,1000000000,11:25:24:31.838,0
V,249,559524530645246,1000000000,11:25:24:31.838,0
B,250,559524547342385,1000000000,11:25:24:32.840,0
V,250,559524547342385,1000000000,11:25:24:32.840,0
B,251,559524564035210,1000000000,11:25:24:33.842,0
V,251,559524564035210,1000000000,11:25:24:33.842,0
B,252,559524580733142,1000000000,11:25:24:34.843,0
V,252,559524580733142,1000000000,11:25:24:34.843,0
B,253,559524597422278,1000000000,11:25:24:35.845,0
V,253,559524597422278,1000000000,11:25:24:35.845,0
B,254,559524614111585,1000000000,11:25:24:36.846,0
V,254,559524614111585,1000000000,11:25:24:36.846,0
B,255,559524630804327,1000000000,11:25:24:37.848,0
V,255,559524630804327,1000000000,11:25:24:37.848,0
B,256,559524647497008,1000000000,11:25:24:38.849,0
V,256,559524647497008,1000000000,11:25:24:38.849,0
B,257,559524664193022,1000000000,11:25:24:39.851,0
V,257,559524664193022,1000000000,11:25:24:39.851,0
B,258,559524680880369,1000000000,11:25:24:40.852,0
